Time,specific_humidity[unit:kg/kg]
1985-03-19 00:00:00 UTC,3.166701745271894E-8
1985-03-20 00:00:00 UTC,2.9966223280553095E-8
1985-03-21 00:00:00 UTC,2.8249464989471562E-8
1985-03-22 00:00:00 UTC,1.902896151761979E-8
1985-03-23 00:00:00 UTC,1.7454915735015675E-8
1985-03-24 00:00:00 UTC,2.235066176581313E-8
1985-03-25 00:00:00 UTC,2.2158337387168103E-8
1985-03-26 00:00:00 UTC,2.2600003646289224E-8
1985-03-27 00:00:00 UTC,2.5080277410438612E-8
1985-03-28 00:00:00 UTC,2.7232596622184246E-8
1985-03-29 00:00:00 UTC,2.448841662783252E-8
1985-03-30 00:00:00 UTC,2.2229240670412764E-8
1985-03-31 00:00:00 UTC,2.4916154472975904E-8
1985-04-01 00:00:00 UTC,3.154913841285634E-8
1985-04-02 00:00:00 UTC,3.2562208929221015E-8
1985-04-03 00:00:00 UTC,2.905858842439102E-8
1985-04-04 00:00:00 UTC,2.9348509400506373E-8
1985-04-05 00:00:00 UTC,2.7317154760453377E-8
1985-04-06 00:00:00 UTC,3.178304908146856E-8
1985-04-07 00:00:00 UTC,2.9743405960402924E-8
1985-04-08 00:00:00 UTC,3.1742906969611795E-8
1985-04-09 00:00:00 UTC,3.934818693096531E-8
1985-04-10 00:00:00 UTC,3.598949760430514E-8
1985-04-11 00:00:00 UTC,3.4414391336667904E-8
1985-04-12 00:00:00 UTC,3.6356077259824815E-8
1985-04-13 00:00:00 UTC,3.2828420870600894E-8
1985-04-14 00:00:00 UTC,2.962177880760919E-8
1985-04-15 00:00:00 UTC,2.779027141741608E-8
1985-04-16 00:00:00 UTC,3.21949826798118E-8
1985-04-17 00:00:00 UTC,3.854950492154785E-8
1985-04-18 00:00:00 UTC,4.339432635447338E-8
1985-04-19 00:00:00 UTC,3.925921276959343E-8
1985-04-20 00:00:00 UTC,3.347998500657923E-8
1985-04-21 00:00:00 UTC,3.875592469171352E-8
1985-04-22 00:00:00 UTC,3.846672314011812E-8
1985-04-23 00:00:00 UTC,2.9776318299923332E-8
1985-04-24 00:00:00 UTC,3.334213616312809E-8
1985-04-25 00:00:00 UTC,4.4406899490923024E-8
1985-04-26 00:00:00 UTC,4.246422236064973E-8
1985-04-27 00:00:00 UTC,4.495070271559598E-8
1985-04-28 00:00:00 UTC,5.773356193117252E-8
1985-04-29 00:00:00 UTC,6.010867537042941E-8
1985-04-30 00:00:00 UTC,5.875099517993476E-8
1985-05-01 00:00:00 UTC,5.759758181511643E-8
1985-05-02 00:00:00 UTC,5.4030000029570147E-8
