Time,potential_evapotranspiration[unit:mm]
1985-02-09 00:00:00 UTC,0.1264534443616867
1985-02-10 00:00:00 UTC,0.09431631863117218
1985-02-11 00:00:00 UTC,0.13252201676368713
1985-02-12 00:00:00 UTC,0.16184566915035248
1985-02-13 00:00:00 UTC,0.13867609202861786
1985-02-14 00:00:00 UTC,0.16350622475147247
1985-02-15 00:00:00 UTC,0.2420394867658615
1985-02-16 00:00:00 UTC,0.19313952326774597
1985-02-17 00:00:00 UTC,0.16179166734218597
1985-02-18 00:00:00 UTC,0.17504283785820007
1985-02-19 00:00:00 UTC,0.2316073477268219
1985-02-20 00:00:00 UTC,0.23720689117908478
1985-02-21 00:00:00 UTC,0.17527006566524506
1985-02-22 00:00:00 UTC,0.19133628904819489
1985-02-23 00:00:00 UTC,0.1499924659729004
1985-02-24 00:00:00 UTC,0.1962127983570099
1985-02-25 00:00:00 UTC,0.21689075231552124
1985-02-26 00:00:00 UTC,0.16270305216312408
1985-02-27 00:00:00 UTC,0.18194760382175446
1985-02-28 00:00:00 UTC,0.22439007461071014
1985-03-01 00:00:00 UTC,0.23060916364192963
1985-03-02 00:00:00 UTC,0.24897035956382751
1985-03-03 00:00:00 UTC,0.1619810163974762
1985-03-04 00:00:00 UTC,0.14836329221725464
1985-03-05 00:00:00 UTC,0.1850341111421585
1985-03-06 00:00:00 UTC,0.2747610807418823
1985-03-07 00:00:00 UTC,0.24438999593257904
1985-03-08 00:00:00 UTC,0.21960674226284027
1985-03-09 00:00:00 UTC,0.2013424038887024
1985-03-10 00:00:00 UTC,0.27448347210884094
1985-03-11 00:00:00 UTC,0.23702503740787506
1985-03-12 00:00:00 UTC,0.18835677206516266
1985-03-13 00:00:00 UTC,0.19801148772239685
1985-03-14 00:00:00 UTC,0.23810091614723206
1985-03-15 00:00:00 UTC,0.25600308179855347
1985-03-16 00:00:00 UTC,0.20268487930297852
1985-03-17 00:00:00 UTC,0.27624744176864624
1985-03-18 00:00:00 UTC,0.2905988395214081
1985-03-19 00:00:00 UTC,0.2765462398529053
1985-03-20 00:00:00 UTC,0.2705594301223755
1985-03-21 00:00:00 UTC,0.30934277176856995
1985-03-22 00:00:00 UTC,0.2798409163951874
1985-03-23 00:00:00 UTC,0.3212875723838806
1985-03-24 00:00:00 UTC,0.37192121148109436
1985-03-25 00:00:00 UTC,0.4839671552181244
1985-03-26 00:00:00 UTC,0.4336206912994385
1985-03-27 00:00:00 UTC,0.37598922848701477
1985-03-28 00:00:00 UTC,0.2256888896226883
1985-03-29 00:00:00 UTC,0.16440178453922272
1985-03-30 00:00:00 UTC,0.13835448026657104
